organization;top 3 repo;stars_count;languages;ros_repos;name_parts
cyngn;['android_packages_themes_Template', 'OneClickAndroid', 'mod-opentsdb', 'TextSecure', 'libdwi'];338;['C++', 'C', 'Scilab', 'Ruby', 'SuperCollider', 'HTML', 'JavaScript', 'Groovy', 'Emacs Lisp', 'Awk', 'Python', 'Shell', 'Java', 'Graphviz (DOT)', 'XSLT', 'Objective-C', 'ASP', 'Vim Script', 'Perl', 'Assembly', 'CSS'];[];['Text', 'Secure', 'facebook', 'android', 'sdk', 'libdwi', 'Fizz', 'Buzz', 'Enterprise', 'Edition', 'android', 'kernel', 'htc', 'm7', 'etl', 'One', 'Click', 'Android', 'Flickrj', 'Api4', 'Android', 'dropbox', 'android', 'sdk', 'android_packages_apps_FOTA', 'resources', 'android_packages_apps_ThemeStore', 'resources', 'android_packages_apps_GalleryNext', 'resources', 'android_packages_apps_Camera2', 'resources', 'android_packages_apps_CMKeyguard', 'resources', 'android_packages_apps_VoiceWakeup', 'resources', 'android_packages_apps_AudioFX', 'resources', 'android_packages_apps_Screencast', 'resources', 'android', 'packages', 'themes', 'Template', 'android', 'packages', 'themes', 'OpenSourceFonts', 'android_packages_apps_CMLogger', 'resources', 'android_packages_apps_Eleven', 'resources', 'foundation', 'mod', 'opentsdb', 'opentsdb', 'android_packages_apps_EmailNext', 'resources', 'mod', 'kafka', 'consumer', 'android_packages_apps_UnifiedEmailNext', 'resources', 'android_packages_apps_ExchangeNext', 'resources', 'cookbook', 'php', 'fpm', 'android_packages_apps_CyanogenAccount', 'resources']
VT-ASIM-LAB;['continental_radar_driver', 'inertiallabs_gnss_driver', 'carma-platform', 'ouster_lidar_driver', 'gstreamer_camera_driver'];12;['MATLAB', 'Cuda', 'AIDL', 'CMake', 'Dockerfile', 'C++', 'C', 'HTML', 'JavaScript', 'QMake', 'Makefile', 'Python', 'Shell', 'Java', 'Less', 'Common Lisp', 'GLSL', 'CSS', 'Cython'];[];['gstreamer', 'camera', 'driver', 'ASIMcar', 'ROS1', 'YOLOP', 'ouster', 'lidar', 'driver', 'old', 'CODD', 'inertiallabs', 'gnss', 'driver', 'dataspeed', 'can', 'driver', 'dataspeed', 'controller', 'driver', 'carma', 'platform', 'carma', 'config', 'autoware.ai', 'Camera', 'Perception', 'Quality', 'lucid', 'camera', 'driver', 'continental', 'radar', 'driver', 'old', 'continental', 'radar', 'driver', 'ouster', 'lidar', 'driver']
deltascm;[];0;[];[];[]
DEMATIC;[];0;[];[];[]
DemineRobotics;['usb_cam', 'rosserial', 'ros_controllers', 'gscam', 'rqt_common_plugins'];0;['Python', 'Objective-C', 'Shell', 'Kotlin', 'Swift', 'HTML', 'CMake', 'EmberScript', 'QMake', 'Dockerfile', 'Dart', 'C++', 'Processing', 'C', 'Makefile'];['ros_controllers', 'ros-qml-plugin', 'ros_canopen'];['usb', 'cam', 'rosserial', 'ros', 'controllers', 'gscam', 'rqt', 'common', 'plugins', 'ros', 'qml', 'plugin', 'robot', 'upstart', 'joystick', 'drivers', 'axis', 'camera', 'image', 'pipeline', 'image', 'transport', 'plugins', 'roslib', 'web', 'video', 'server', 'apriltag', 'navigation', 'msgs', 'rosbridge', 'suite', 'arduino', 'mcp2515', 'ros', 'canopen', 'SC', 'Servo']
DENSORobot;['denso_robot_ros', 'orin_bcap', 'denso_cobotta_ros', 'denso_robot_ros2', 'denso_robot_common'];94;['Python', 'Java', 'C#', 'CMake', 'Batchfile', 'C++', 'C', 'Makefile'];['denso_robot_ros', 'denso_cobotta_ros', 'denso_robot_ros2'];['denso', 'robot', 'common', 'denso', 'ipc8', 'denso', 'robot', 'ros', 'orin', 'bcap', 'denso_robot_ros', 'release', 'denso', 'cobotta', 'ros', 'denso_cobotta_ros', 'release', 'DENSO', 'Robot.github.io', 'denso', 'robot', 'ros2']
detecttechnologies;['Thermal-Image-Analysis', 'thermal_base', 'sdlogwatchdog', 'W-Net', 'Jetson-TX2-Auvidea-J90-Driver'];207;['Python', 'Objective-C', 'Shell', 'Open Policy Agent', 'M4', 'Smarty', 'SCSS', 'TypeScript', 'Nix', 'HTML', 'Meson', 'JavaScript', 'Dockerfile', 'C', 'Makefile'];[];['W', 'Net', 'Self', 'Supervised', 'Tracking', 'via', 'Video', 'Colorization', 'Jetson', 'TX2', 'Auvidea', 'J90', 'Driver', 'cvat', 'ffmpeg', 'build', 'script', 'Thermal', 'Image', 'Analysis', 'tf', 'explain', 'Interactive', 'Homography', 'Compute', 'datumaro', 'marge', 'bot', 'thermal', 'base', 'dt', 'face', 'blur', 'api', 'logzero', 'sdlogwatchdog', 'albumentations', 'Gitlab', 'CI', 'CD', 'Templates', 'gst', 'interpipe']
Devanthro;['jetson-docker', 'ball_in_socket_estimator', 'roboy3_models', 'bulletroboy', 'roboy_plexus'];1;['MATLAB', 'Smalltalk', 'Cuda', 'CMake', 'Dockerfile', 'C++', 'C', 'ShaderLab', 'Forth', 'C#', 'Mathematica', 'Verilog', 'TypeScript', 'HTML', 'VHDL', 'Raku', 'QMake', 'JavaScript', 'Fortran', 'SystemVerilog', 'XC', 'Makefile', 'Python', 'Shell', 'RPC', 'Tcl', 'XS', 'Batchfile', 'ASP', 'Common Lisp', 'Prolog', 'V', 'HLSL', 'GLSL', 'Jupyter Notebook', 'NSIS', 'Perl', 'CSS', 'Cython'];['interbotix_ros_core'];['ball', 'in', 'socket', 'estimator', 'roboy3', 'models', 'bulletroboy', 'roboy', 'plexus', 'roboy', 'communication', 'roboy', 'fpga', 'code', 'icebus', 'host', 'de10', 'iceboard', 'exoforce', 'force', 'control', 'esp', 'wheelchair', 'Roboy', 'Unity', 'Face', 'roboy', 'nodered', 'ui', 'common', 'utilities', 'kindyn', 'cardsflow', 'rviz', 'cardsflow', 'rqt', 'pipreqs', 'python', 'license', 'check', 'Unity', 'Render', 'Streaming', 'CSI', 'Camera', 'csi', 'camera', 'audio', 'common', 'jetson', 'docker', 'interbotix', 'ros', 'core', 'Py', 'AV', 'Unity', 'Robotics', 'Hub', 'jetson', 'utils']
DexaiRobotics;['drake-torch', 'drake-franka-driver', 'drake', 'DensePose', 'Encoder'];35;['MATLAB', 'Cuda', 'M', 'CMake', 'Dockerfile', 'C++', 'C', 'C#', 'TeX', 'HTML', 'JavaScript', 'R', 'Groovy', 'Makefile', 'Python', 'Shell', 'Java', 'M4', 'Objective-C++', 'LabVIEW', 'Metal', 'Batchfile', 'Objective-C', 'Vim Script', 'Jupyter Notebook', 'Lua', 'Perl', 'CSS', 'Cython'];['rgbd_ros_to_lcm', 'apriltag_ros'];['robot', 'msgs', 'drake', 'Dense', 'Pose', 'pytorch', 'dense', 'correspondence', 'toppra', 'drake', 'franka', 'driver', 'libfranka', 'urdf', 'parser', 'rgbd', 'ros', 'to', 'lcm', 'realsense', 'drake', 'torch', 'pytorch', 'Dynamixel', 'SDK', 'hidapi', 'cython', 'hidapi', 'spartan', 'Encoder', 'CTPL', 'xArm', 'CPLUS', 'SDK', 'lcm', 'log2smat', 'pre', 'commit', 'pytype', 'interview', 'hello', 'world', 'torchcubicspline', 'vision', 'opencv', 'Dynamixel2', 'Arduino', 'apriltag', 'ros', 'image', 'pipeline', 'ompl', 'collision_filter_breaking', 'example', 'Isaac', 'Gym', 'Envs2']
dfautomation;['warehouse_ros', 'capabilities', 'navigation', 'executive_smach', 'linux_peripheral_interfaces'];0;['MATLAB', 'CMake', 'EmberScript', 'Dockerfile', 'C++', 'C', 'Ruby', 'HTML', 'TeX', 'JavaScript', 'Makefile', 'Python', 'Shell', 'Objective-C', 'SourcePawn', 'PHP', 'Perl', 'Assembly', 'CSS'];['warehouse_ros', 'stage_ros', 'rplidar_ros', 'ROS_driver', 'realsense-ros', 'ros_openvino_toolkit'];['warehouse', 'ros', 'capabilities', 'navigation', 'executive', 'smach', 'linux', 'peripheral', 'interfaces', 'dynamic', 'reconfigure', 'node', 'blockly', 'pepperl', 'fuchs', 'dynamic', 'reconfigure', 'storage', 'diagnostic', 'recorder', 'bootstrap', 'duration', 'picker', 'zalpha', 'api', 'django', 'mongokit', 'Stage', 'stage', 'ros', 'debinterface', 'engineering', 'blog', 'dh', 'virtualenv', 'pzntg', 'diagnostics', 'Robohash', 'cpppo', 'rplidar', 'ros', 'sicktoolbox', 'ROS', 'driver', 'web', 'video', 'server', 'secsgem', 'realsense', 'ros', 'sensor', 'imu', 'ros', 'openvino', 'toolkit']
DiligentRobotics;['FastLED', 'fork_test', 'rviz_camera_stream', 'rviz_lighting'];0;['Python', 'Shell', 'CMake', 'C++', 'C', 'Makefile'];[];['Fast', 'LED', 'fork', 'test', 'rviz', 'camera', 'stream', 'rviz', 'lighting']
dimaag-ai;['kraken'];0;['Python', 'Shell', 'Sass', 'Rust', 'HCL', 'Ruby', 'TypeScript', 'HTML', 'JavaScript', 'Dockerfile', 'Mako'];[];['kraken']
dji-sdk;['Tello-Python', 'Mobile-SDK-Android', 'Onboard-SDK', 'Mobile-SDK-iOS', 'Onboard-SDK-ROS'];5667;['CMake', 'PowerShell', 'C++', 'C', 'Kotlin', 'C#', 'Ruby', 'Verilog', 'HTML', 'JavaScript', 'Makefile', 'Python', 'Shell', 'Java', 'M4', 'Objective-C++', 'Roff', 'Batchfile', 'XSLT', 'Objective-C', 'Prolog', 'Swift', 'SCSS', 'Perl', 'Pug', 'Assembly', 'CSS'];['Guidance-SDK-ROS', 'Onboard-SDK-ROS', 'Onboard-SDK-ROS-Release'];['Onboard', 'SDK', 'Mobile', 'SDK', 'Tutorial', 'Guidance', 'SDK', 'Guidance', 'SDK', 'ROS', 'Mobile', 'SDK', 'iOS', 'Mobile', 'SDK', 'Android', 'Onboard', 'SDK', 'ROS', 'Manifold', 'Cam', 'iOS', 'Bridge', 'App', 'F', 'Fmpeg', 'Onboard', 'SDK', 'ROS', 'Release', 'Mobile', 'SDK', 'Doc', 'Onboard', 'SDK', 'Doc', 'Guidance', 'SDK', 'Doc', 'Mobile', 'OSDK', 'iOS', 'App', 'OnboardSDK', 'Ping', 'iOSApp', 'Onboard', 'SDK', 'Resources', 'velodyne', 'Android', 'Bridge', 'App', 'Mobile', 'UXSDK', 'iOS', 'Mobile', 'UXSDK', 'Android', 'qt5', 'Payload', 'SDK', 'Doc', 'Tello', 'Python', 'DJI', 'Widget', 'Windows', 'SDK', 'Windows', 'SDK', 'Doc', 'Payload', 'SDK', 'DJI', 'Network', 'RTK', 'Helper', 'DJI', 'IoTEdge']
doosan-robotics;[];0;[];[];[]
dorabot;['gpd', 'sicp', 'linmath.h', 'ogre', 'bullet3'];1;['MATLAB', 'Smalltalk', 'Cuda', 'Yacc', 'CMake', 'Dockerfile', 'PowerShell', 'C++', 'C', 'C#', 'Ruby', 'HTML', 'JavaScript', 'Visual Basic', 'PLSQL', 'Pascal', 'Makefile', 'Python', 'Shell', 'M4', 'Smarty', 'Objective-C++', 'Roff', 'OpenEdge ABL', 'Batchfile', 'Lex', 'Objective-C', 'SAS', 'HLSL', 'GLSL', 'NSIS', 'PHP', 'Module Management System', 'MAXScript', 'Jupyter Notebook', 'Thrift', 'Lua', 'Perl', 'Assembly', 'CSS', 'WebAssembly'];[];['sicp', 'linmath.h', 'ogre', 'bullet3', 'Torque3', 'D', 'contextswitch', 'Apollo', '11', 'minecraft', 'chunk', 'viewer', 'stanford', 'cs', '229', 'machine', 'learning', 'mlss2018', 'madrid', 'gan', 'Open3', 'D', 'dl4g', 'deeplearning', 'mindmap', 'machine', 'learning', 'mindmap', 'gpd', 'Surround360', 'apollo', 'apollo', 'kernel', 'Stanford', 'Doggo', 'Project', 'openvslam', 'fcl', 'reinforcement', 'learning', 'Cheetah', 'Software', '3phase', 'integrated', 'STL', 'navigation', 'robot', 'navigation', 'navigation', 'experimental', 'hector', 'slam', 'Fast', 'RTPS']
draperlaboratory;['fracture', 'llvm-cbe', 'hope-RIPE', 'user-ale', 'qemu-msp'];599;['Haskell', 'Rust', 'C', 'Ruby', 'Logos', 'CWeb', 'JavaScript', 'Terra', 'GDScript', 'DTrace', 'Nginx', 'Objective-C++', 'Roff', 'Tcl', 'Brainfuck', 'Lex', 'Prolog', 'GLSL', 'NSIS', 'Scala', 'CSS', 'CMake', 'SWIG', 'Scheme', 'C++', 'Elixir', 'Forth', 'Ada', 'Mercury', 'TeX', 'GAP', 'Emacs Lisp', 'RobotFramework', 'Makefile', 'Python', 'Shell', 'RPC', 'Smarty', 'LSL', 'GCC Machine Description', 'PicoLisp', 'Objective-C', 'PHP', 'Coq', 'Perl', 'MATLAB', 'Haxe', 'OCaml', 'Pawn', 'RenderScript', 'Mathematica', 'SuperCollider', 'Raku', 'Fortran', 'Groff', 'Pascal', 'Java', 'Go', 'DIGITAL Command Language', 'Opa', 'Batchfile', 'XSLT', 'Rebol', 'PLSQL', 'E', 'Yacc', 'LLVM', 'PowerShell', 'GDB', 'CartoCSS', 'Scilab', 'C#', 'HTML', 'CoffeeScript', 'R', 'Awk', 'D', 'M4', 'Common Lisp', 'Perl 6', 'Vim Script', 'SAS', 'Module Management System', 'Standard ML', 'Assembly', 'ApacheConf'];[];['fracture', 'user', 'ale', 'llvm', 'cbe', 'stout', 'compass', 'qemu', 'msp', 'Survey', 'Mongo', 'cspretty', 'specgen', 'distill', 'useralejs', 'cage', 'koat', 'tap', 'userale.pyqt5', 'cspgen', 'design', 'rule', 'check', 'Cage', 'Public', 'hope', 'tools', 'hope', 'RIPE', 'hope', 'riscv', 'gnu', 'toolchain', 'hope', 'policy', 'engine', 'hope', 'policies', 'hope', 'policy', 'tool', 'hope', 'renode', 'infrastructure', 'hope', 'FreeRTOS', 'hope', 'renode', 'hope', 'riscv', 'newlib', 'hope', 'riscv', 'gcc', 'hope', 'riscv', 'binutils', 'gdb', 'hope', 'renode', 'plugins']
dreamvu;['PAL-SDK', 'SLAM', '3D-Object-Detection-Tracking', 'Code-Samples', 'PAL-Ethernet'];13;['C++', 'Shell', 'Python'];[];['3D', 'Object', 'Detection', 'Tracking', 'PAL', 'SDK', 'SLAM', 'Code', 'Samples', 'PAL', 'Ethernet', 'ppa', 'ppa', 'Testing', 'segmenter', '9class']
dronedeploy;['ddts', 'DogPush', 'SurfaceAreaPrototype', 'docker-sensu-client', 'dronedeploy-apps-gitbook'];28;['Cuda', 'Protocol Buffer', 'Rich Text Format', 'CMake', 'Dockerfile', 'C++', 'C', 'Ruby', 'Mathematica', 'TypeScript', 'Verilog', 'HTML', 'JavaScript', 'R', 'Fortran', 'Makefile', 'Python', 'Shell', 'Java', 'Go', 'Roff', 'PureBasic', 'Objective-C', 'Perl', 'Assembly', 'CSS'];[];['rq', 'flow.js', 'docker', 'sensu', 'client', 's3', 'parallel', 'put', 'scheduler', 'sample', 'app', 'server', 'knowstests', 'logstash', 'filter', 'kubernetes', 'example', 'app', 'ddts', 'webhealth', 'esq', 'DroneDeploy', 'App', 'Market', 'Potree', 'Converter', 'Sophus', 'eigen', '1', 'zone.js', 'cookiecutter', 'golang', 'F', 'Fmpeg', 'metrics', 'post', 'message', 'opener', 'window', 'example', 'filestack', 'ios', 'veneur', 'Dog', 'Push', 'angular', 'python', 'client', 'dronedeploy', 'apps', 'gitbook', 'function', 'wrapper', 'Exif', 'Reader', 'Surface', 'Area', 'Prototype']
DynoRobotics;['UnityRos2', 'dialogflow_ros', 'rclcs', 'ros2_rslidar', 'rosidl_generator_cs'];82;['Python', 'Shell', 'C#', 'TypeScript', 'CSS', 'HTML', 'Jupyter Notebook', 'JavaScript', 'CMake', 'EmberScript', 'Dockerfile', 'Lua', 'C++', 'C', 'Makefile'];['dialogflow_ros', 'UnityRos2', 'ros2_rslidar', 'ros2-web-bridge', 'ros-sharp', 'serial-ros2', 'ros2_control'];['dialogflow', 'ros', 'rclcs', 'rosidl', 'generator', 'cs', 'dotnet', 'cmake', 'module', 'rcldotnet', 'common', 'Unity', 'Ros2', 'dyno', 'licence', 'robot', 'state', 'publisher', 'nav2', 'msgs', 'ament', 'cmake', 'export', 'assemblies', 'turtlebot3', 'unity', 'turtlebot3', 'dyno', 'docker', 'images', 'react', 'nipple', 'dyno', 'jupyter', 'notebooks', 'ros2', 'rslidar', 'rcldotnet', 'custom', 'interfaces', 'ros2', 'web', 'bridge', 'teb', 'local', 'planner', 'teleop', 'tools', 'mre', 'math', 'game', 'ros', 'sharp', 'navigation2', 'aiortc', 'rtcbot', 'magni', 'robot', 'serial', 'ros2', 'ubiquity', 'motor', 'Py', 'AV', 'ros2', 'control']
easymile;['docker-images', 'ez-rtsp-server', 'certificate-controller', 'ez-repo', 'exsyslog'];16;['MATLAB', 'Protocol Buffer', 'BitBake', 'Vala', 'Yacc', 'M', 'CMake', 'Dockerfile', 'Gnuplot', 'Scheme', 'C++', 'C', 'Elixir', 'Scilab', 'Mercury', 'HTML', 'QMake', 'Groovy', 'Emacs Lisp', 'Makefile', 'Python', 'Shell', 'Java', 'Go', 'M4', 'Smarty', 'Meson', 'Objective-C++', 'Roff', 'Batchfile', 'Lex', 'Objective-C', 'SourcePawn', 'QML', 'Vim Script', 'Csound', 'Inno Setup', 'GLSL', 'PHP', 'Lua', 'Perl'];['cartographer_ros'];['lms1xx', 'exsyslog', 'apt', 'transport', 's3', 'App', 'Image', 'Kit', 'App', 'Images', 'ethzasl', 'xsens', 'driver', 'exprotobuf', 'movsim', 'protox', 'conformance', 'vim', 'rtags', 'docker', 'images', 'ratpoison', 'meta', 'gstreamer1.0', 'protoc', 'gen', 'doc', 'meta', 'qt5', 'extra', 'ez', 'rtsp', 'server', 'logger', 'logstash', 'backend', 'gstreamer', 'gst', 'plugins', 'bad', 'class', 'loader', 'llvm', 'srpm', 'ez', 'repo', 'acado', 'oauth2', 'proxy', 'certificate', 'controller', 'paho.mqtt.cpp', 'paho.mqtt.c', 'morse', 'cartographer', 'cartographer', 'ros']
easymov;[];0;[];[];[]
ebots-inc;['tinyply', 'FCGF', 'FFB6D', 'detectron2', 'jetson-rdma-picoevb'];0;['Cuda', 'CMake', 'Dockerfile', 'PowerShell', 'GDB', 'C++', 'C', 'Verilog', 'TeX', 'HTML', 'JavaScript', 'Makefile', 'Python', 'Shell', 'Tcl', 'NASL', 'PureBasic', 'Batchfile', 'Jupyter Notebook', 'Starlark'];[];['tinyply', 'FCGF', 'FF', 'B6', 'D', 'detectron2', 'jetson', 'rdma', 'picoevb', 'spdlog', 'Moveit2', 'Tutorial', 'moveit2', 'Ebots', 'Tensor', 'RT', 'SOEM']
eikontech;['mrpt', 'Firmware', 'Yolo_mark', 'yolo-windows', 'openpilot'];0;"['MATLAB', 'Cuda', 'Nix', 'Jinja', 'CMake', 'EmberScript', 'Dockerfile', 'PowerShell', 'GDB', 'C++', 'C', 'ShaderLab', 'C#', 'HTML', 'JavaScript', 'Fortran', 'Groovy', 'Makefile', 'Python', 'Shell', 'Java', ""Cap'n Proto"", 'Objective-C++', 'Batchfile', 'Objective-C', 'GLSL', 'NSIS', 'Jupyter Notebook', 'Perl', 'Assembly', 'CSS', 'Cython']";['realsense-ros', 'ros_ws', 'ros2_object_analytics', 'ros2_control', 'ros2_controllers'];['mrpt', 'Firmware', 'Yolo', 'mark', 'yolo', 'windows', 'openpilot', 'darknet', 'librealsense', 'realsense', 'ros', 'pcl', 'semantic', 'segmentation', 'editor', 'Social', 'Distancing', 'pyglow', 'observations', 'Real', 'World', 'Masked', 'Face', 'Dataset', 'ros', 'ws', 'ros2', 'object', 'analytics', 'Strong', 'Baseline', 'of', 'Pedestrian', 'Attribute', 'Recognition', 'EA', 'Net', 'deep', 'person', 'reid', 'tk', 'DNN', 'geodetic', 'utils', 'geographic', 'info', 'face', 'recognition', 'Mask', 'RCNN', 'ros2', 'control', 'ros2', 'controllers', 'control', 'msgs', 'space', 'build', 'message', 'logger', 'soem', 'interface']
ekumenlabs;['AndroidStreamingClient', 'roscpp_android', 'base_controller', 'moveit_web', 'ros_android_openni'];183;['Python', 'Shell', 'Java', 'D', 'Ruby', 'CSS', 'HTML', 'CoffeeScript', 'JavaScript', 'CMake', 'EmberScript', 'XML', 'C++', 'Groovy', 'C', 'Makefile'];['ros_android_openni'];['awhere', 'rosbridge', 'suite', 'creativa77site', 'key', 'counter', 'nodaze', 'creativa', 'moveit', 'moveit', 'web', 'meteor', 'chat', 'map', 'annotation', 'scifiswap', 'ros', 'android', 'openni', 'base', 'controller', 'nav', 'goal', 'manager', 'Boost', 'for', 'Android', 'rospack', 'yaml', 'cpp', 'Marlin', 'roscpp', 'android', 'tork', 'moveit', 'web', 'frontend', 'Android', 'Streaming', 'Client', 'immedia2', 'rocon', 'web', 'gui', 'move', 'base', 'ndk', 'demo', 'rocon', 'web', 'proxy', 'files', 'rocon', 'web', 'proxy', 'rocon', 'tools', 'rocon', 'msgs', 'rosauth', 'rocon', 'concert', 'rocon', 'web', 'proxy', 'server']
elephantrobotics;['mycobot_ros', 'myCobot', 'pymycobot', 'marsai', 'myStudio'];534;['Stylus', 'CMake', 'Dockerfile', 'EmberScript', 'Dart', 'C++', 'C', 'C#', 'Ruby', 'TypeScript', 'HTML', 'JavaScript', 'Makefile', 'Python', 'Shell', 'Java', 'Objective-C', 'Swift', 'CSS'];['mycobot_ros'];['marsai', 'my', 'Cobot', 'mycobot', 'ros', 'my', 'Studio', 'mycobot', 'moveit', 'pymycobot', 'Mycobot.csharp', 'mycobot', 'tutorial', 'my', 'Painter', 'my', 'Cobot', 'Pro', 'Basic', 'MarsCat', 'docs', 'en', 'my', 'Cobot', 'Cpp', 'Leap', 'Motion', 'Controller', 'Quick', 'Move', 'MarsCat', 'docs', 'cn', 'marscat', 'API', 'MarsCat', 'Update', 'my', 'AGV', 'myAGV', 'en', 'resource', 'mypalletizer', 'Robo', 'Flow', 'myblockly', 'package', 'jsmycobot', 'robots.ros.org', 'minimycobotflasher', 'myblockly', 'plus', 'myblockly', 'PI', 'mind', '', 'flutter', 'blue', 'My', 'Cobot', 'Cpp', 'Lib']
embarktrucks;['embag', 'sour', 'linefit_ground_segmentation', 'novatel_span_driver', 'velodyne'];34;['MATLAB', 'Cuda', 'CMake', 'EmberScript', 'Dockerfile', 'C++', 'C', 'C#', 'Ruby', 'TypeScript', 'HTML', 'JavaScript', 'Visual Basic', 'Fortran', 'Makefile', 'Python', 'Shell', 'Java', 'M4', 'Smarty', 'Batchfile', 'SCSS', 'GLSL', 'Jupyter Notebook', 'NSIS', 'Nearley', 'Lua', 'CSS', 'Starlark'];['apriltag_ros'];['novatel', 'span', 'driver', 'velodyne', 'applanix', 'driver', 'pointgrey', 'camera', 'driver', 'dataset', 'SSD', 'Tensorflow', 'tensorflow', 'cmake', 'models', 'pyboostcvconverter', 'Geographic', 'Lib', 'avt', 'vimba', 'camera', 'aravis', 'lib', 'camera', 'aravis', 'roscpplint', 'usb', 'cam', 'roslibjs', 'roslibjs', 'client', 'blessed', 'blessed', 'contrib', 'GPUJPEG', 'sour', 'fitpackpp', 'webviz', 'Boost.', 'Num', 'Py', 'rosbridge', 'suite', 'apriltag', 'ros', 'Run', 'based', 'segmentation', 'ouroboros', 'linefit', 'ground', 'segmentation', 'embag']
embotech;['ecos', 'ecos-python', 'ecos-matlab', 'forcesnlp-examples', 'Y2F'];575;['MATLAB', 'Python', 'Objective-C', 'Java', 'Shell', 'M', 'CMake', 'Scala', 'C++', 'C', 'Makefile'];[];['ecos', 'ecos', 'python', 'ecos', 'matlab', 'ecos', 'java', 'scala', 'Y2', 'F', 'forcesnlp', 'examples', 'mbox', 'Software']
Emesent;['Onboard-SDK', 'tpm2-tools', 'grub', 'snapcraft', 'flipper-plugin-bridgespy'];0;['Rust', 'Yacc', 'CMake', 'C++', 'C', 'Kotlin', 'C#', 'Ruby', 'TypeScript', 'SuperCollider', 'HTML', 'JavaScript', 'Awk', 'Python', 'Shell', 'Makefile', 'Java', 'Go', 'M4', 'sed', 'Meson', 'Lex', 'Objective-C', 'Assembly'];[];['Onboard', 'SDK', 'tpm2', 'tools', 'grub', 'snapcraft', 'flipper', 'plugin', 'bridgespy', 'DJI', 'Mobile', 'SDK', 'Android', 'V5']
emlid;['Navio2', 'linux-rt-rpi', 'Navio', 'pywificontrol', 'RTKLIB'];1090;['MATLAB', 'Yacc', 'EmberScript', 'CMake', 'Dockerfile', 'PowerShell', 'C++', 'GDB', 'C', 'Scilab', 'C#', 'Mathematica', 'UnrealScript', 'HTML', 'JavaScript', 'QMake', 'Bison', 'Fortran', 'Pascal', 'Makefile', 'Python', 'Shell', 'Awk', 'Java', 'Clojure', 'sed', 'Objective-C++', 'Roff', 'OpenEdge ABL', 'Processing', 'Batchfile', 'Lex', 'Objective-C', 'Eagle', 'SourcePawn', 'Prolog', 'QML', 'PHP', 'NSIS', 'Lua', 'Perl', 'Assembly', 'CSS'];[];['Navio', 'ardupilot', 'RTKLIB', 'Navio', 'SDK', 'experimental', 'linux', 'rt', 'rpi', 'navio', 'docs', 'Reach', 'View', 'rcio', 'dkms', 'hardware', 'Navio', 'SDK', 'Windows', 'IoT', 'docstheme', 'blackmagic', 'docs', 'main', 'Navio2', 'navio2', 'docs', 'bluetool', 'pywificontrol', 'ntripbrowser', 'mavlink', 'emlid', 'systemd', 'manager', 'c', 'library', 'v2', 'edison', 'linux', 'emlid', 'docs', 'edge', 'firmware', 'updater', '8812au', 'mavros', 'navio', 'cpp', 'example', 'mavros', 'navio', 'python', 'example', 'pi', 'gen', 'navio', 'qgroundcontrol', 'docs', 'main', 'pt']
enabled-robotics;['DockerClient', 'Universal_Robots_ROS_Driver', 'universal_robot', 'industrial_core', 'opencv'];2;['MATLAB', 'Cuda', 'CMake', 'Dockerfile', 'SWIG', 'EmberScript', 'Dart', 'PowerShell', 'C++', 'C', 'HTML', 'TeX', 'JavaScript', 'Makefile', 'Python', 'Shell', 'Java', 'Objective-C++', 'Batchfile', 'Objective-C', 'Prolog', 'Jupyter Notebook', 'PHP', 'Lua', 'Perl', 'Assembly', 'CSS'];['Universal_Robots_ROS_Driver'];['Universal', 'Robots', 'ROS', 'Driver', 'universal', 'robot', 'industrial', 'core', 'opencv', 'opencv', 'contrib', 'blockly', 'Docker', 'Client', 'rapidjson', 'er', 'public', 'msgs', 'er_public_msgs', 'release', 'packages', 'polygon', 'coverage', 'planning', 'pages', 'test', 'catkin', 'simple', 'rosdistro', 'Adafruit', 'NeoPixel', 'no', 'VNC', 'websockify', 'docker', 'novnc', 'EEPROM', 'workspace', 'multiselect', 'python', 'networkmanager']
Energid;['ActinROS', 'energid_nlp', 'propertyeditor', 'bloat', 'libtomcrypt-rsa-howto'];8;['CMake', 'Dockerfile', 'Pawn', 'PowerShell', 'C++', 'C', 'C#', 'Ruby', 'HTML', 'CoffeeScript', 'JavaScript', 'QMake', 'GAP', 'Emacs Lisp', 'Makefile', 'Python', 'Shell', 'Awk', 'Java', 'DTrace', 'Go', 'M4', 'sed', 'Objective-C++', 'Mako', 'Roff', 'Batchfile', 'XSLT', 'Objective-C', 'Perl 6', 'QML', 'Vim Script', 'Swift', 'PHP', 'Lua', 'Perl', 'Assembly', 'CSS'];['ActinROS'];['energid', 'nlp', 'propertyeditor', 'bloat', 'Actin', 'ROS', 'libtomcrypt', 'rsa', 'howto', 'libtomcrypt', 'libtommath', 'doxyqml', 'osgqtquick', 'rapidjson', 'build', 'libcurl', 'windows', 'duktape', 'restclient', 'cpp', 'grpc', 'boringssl', 'c', 'ares', 'protobuf', 'QML', 'Coding', 'Guide', 'qml', 'ogdf', 'Sort', 'Filter', 'Proxy', 'Model', 'vim', 'ecscript', 'npp', 'ecscript', 'LIEF', 'subl', 'ecscript', 'qmljsreformatter', 'c', 'open', 'osal', 'cmake', 'tools', 'sh', 'script', 'utils', 'SOEM']
Enova-Robotics;[];0;[];[];[]
