organization;description;twitter_link;repo_name;repo_stars;repo_topics;repo_languages;repo_half_year_commits;repo_last_commit_date
 ; ; ;ros2_fabric;0;[];('Python: 62.43220752388878%, C++: 30.54463542712847%, CMake: 7.023157048982754%',);0;2023-09-22T17:12:44Z
 ; ; ;rosbag2_broll;9;[];('C++: 91.66682205523131%, CMake: 8.33317794476869%',);1;2024-06-05T21:55:42Z
 ; ; ;fixposition_driver;0;[];('C++: 92.77974702671393%, CMake: 7.220252973286072%',);0;2023-12-06T09:11:17Z
 ; ; ;fixposition_gnss_tf;0;[];('C++: 76.9902984521958%, CMake: 23.00970154780419%',);0;2023-03-30T17:11:55Z
 ; ; ;DPVO;0;[];('C++: 69.3081656559596%, Python: 19.09111363490261%, CMake: 5.949064649538218%, Cuda: 5.20701637845444%, C: 0.2938371868772366%, Shell: 0.15080249426789807%',);0;2024-01-26T04:05:58Z
 ; ; ;rmw_implementation;1;[];('C++: 93.69796651501842%, CMake: 4.7736420489557245%, C: 1.5283914360258546%',);5;2024-10-21T23:26:27Z
 ; ; ;generate_parameter_library;0;[];('Python: 73.1501268352679%, C++: 15.892843416096548%, CMake: 10.95702974863556%',);12;2024-08-23T15:58:00Z
 ; ; ;ros_health_components;7;[];('C++: 82.97988128029739%, Python: 6.927269530563207%, CMake: 6.123525422593581%, C: 3.969323766545826%',);9;2024-10-23T13:06:22Z
 ; ; ;roscon2024_health_sample;5;[];('CMake: 100.0%',);8;2024-10-29T15:10:52Z
boschresearch;;;;;;;;
 ; ; ;statestream;16;['bcai', 'contribution-fork', 'deep-learning'];('Python: 96.69867221667936%, C: 3.2119268056315464%, Makefile: 0.08940097768909201%',);0;2019-07-29T08:43:10Z
 ; ; ;ros1_tracetools;35;['contribution-fork', 'real-time', 'ros', 'tracing'];('C++: 69.71895138162556%, CMake: 15.192820270589426%, Shell: 15.088228347785012%',);1;2024-06-12T11:40:18Z
 ; ; ;ros_comm;1;['contribution-fork'];('Python: 52.91060484332631%, C++: 43.15703771696084%, C: 1.776532168967444%, CMake: 1.7327118771779262%, Shell: 0.17749273168340182%, EmberScript: 0.16064178428243048%, Objective-C: 0.048184706737736824%, Makefile: 0.03448474950117477%, Batchfile: 0.002309421362734746%',);0;2018-06-25T09:27:04Z
 ; ; ;actionlib;0;['contribution-fork'];('C++: 65.51008419815939%, Python: 32.83820361902349%, CMake: 1.1126596712701138%, Objective-C: 0.5390525115470116%',);0;2017-10-13T13:13:15Z
 ; ; ;ros1-tracetools-release;0;['contribution-fork', 'robotics', 'ros'];('%',);0;2019-11-12T15:11:33Z
 ; ; ;ros1_lifecycle;35;['keep', 'robotics', 'ros'];('Python: 64.32375778058223%, C++: 33.4393916707664%, CMake: 2.2368505486513657%',);0;2022-06-15T18:18:56Z
 ; ; ;PR-SSM;51;['bcai', 'paper-resource', 'pr-ssm'];('Python: 100.0%',);0;2018-07-09T14:18:56Z
 ; ; ;ros2_rclcpp;4;['contribution-fork', 'robotics', 'ros2'];('C++: 96.93647557178308%, CMake: 2.352411209635355%, EmberScript: 0.5909347158339524%, C: 0.1201785027476146%',);0;2020-06-03T20:37:54Z
 ; ; ;fmi_adapter;47;['fmi', 'keep', 'robotics', 'ros'];('C++: 71.74284629020005%, Python: 19.887946315522917%, CMake: 4.907888072929856%, Modelica: 3.4613193213471765%',);0;2023-06-09T09:49:51Z
 ; ; ;fmi_adapter-release;1;['fmi', 'keep', 'robotics', 'ros'];('%',);0;2021-03-22T12:24:50Z
 ; ; ;fmi-standard;0;['contribution-fork'];('C: 95.84920030464585%, Python: 4.15079969535415%',);0;2020-02-21T19:50:35Z
 ; ; ;STAAMS-Solver;17;['paper-resource', 'robotics', 'ros'];('Python: 90.35224579525425%, CMake: 9.307325489022439%, Dockerfile: 0.2444837124554659%, Shell: 0.0959450032678516%',);0;2019-02-06T09:33:04Z
 ; ; ;PAC_GP;10;['bcai', 'pac-gp', 'paper-resource'];('Python: 100.0%',);0;2018-11-30T16:32:03Z
 ; ; ;geometry2;0;['contribution-fork'];('C++: 83.87553850206619%, Python: 12.102359962853669%, CMake: 3.0778769115326585%, C: 0.9442246235474746%',);0;2018-12-03T14:18:09Z
 ; ; ;uuv_simulator;0;['contribution-fork'];('Python: 50.73286013742645%, C++: 44.31345451896696%, CMake: 3.2044926633051953%, Shell: 1.2240302046828588%, GLSL: 0.5251624756185405%',);0;2018-11-28T20:36:23Z
 ; ; ;eca_a9;0;['contribution-fork'];('CMake: 100.0%',);0;2018-09-27T09:12:29Z
 ; ; ;uuv_plume_simulator;0;['contribution-fork'];('Python: 67.80251124171463%, C++: 20.16301755027051%, CMake: 7.974258249845205%, Shell: 4.060212958169656%',);0;2018-07-04T12:01:37Z
 ; ; ;aiida_core;0;['contribution-fork'];('Python: 99.11649414599526%, Shell: 0.3465558272923681%, Smarty: 0.23678834243851846%, Groovy: 0.18965001308201246%, Dockerfile: 0.07416404373622276%, Makefile: 0.026673205061720464%, Mako: 0.009674422393898612%',);0;2019-05-21T11:27:10Z
 ; ; ;ros2_diagnostics;4;['keep'];('C++: 57.785617270162085%, Python: 39.0373342987206%, CMake: 3.1770484311173073%',);0;2021-10-20T12:33:02Z
 ; ; ;fmilibrary_vendor;3;['fmi', 'keep', 'robotics', 'ros'];('CMake: 100.0%',);0;2023-01-24T16:26:19Z
 ; ; ;XDK_on_Ethereum;4;['economy-of-things', 'ethereum', 'paper-resource', 'xdk'];('C: 90.48621213822341%, C++: 7.240986390901468%, Makefile: 2.2728014708751276%',);0;2019-04-18T09:25:32Z
 ; ; ;ros2_response_time_analysis;28;['paper-resource', 'robotics', 'ros'];('Python: 89.43812952550464%, C++: 8.341086525625986%, CMake: 2.220783948869382%',);0;2020-11-29T13:13:50Z
 ; ; ;GOODE;2;['bcai', 'paper-resource'];('MATLAB: 100.0%',);0;2019-07-09T07:25:55Z
 ; ; ;MetaBO;35;['bcai', 'paper-resource'];('Python: 100.0%',);0;2020-04-24T13:12:36Z
 ; ; ;DD_OPG;11;['bcai', 'paper-resource'];('Python: 100.0%',);0;2019-06-12T17:54:00Z
 ; ; ;pcg_gazebo_pkgs;43;['gazebo', 'paper-resource', 'robotics'];('Python: 88.32237313811068%, Jupyter Notebook: 7.693450540894685%, HTML: 1.7256724334830478%, CMake: 1.2414084277922404%, Shell: 0.9711138871401578%, EmberScript: 0.04598157257918539%',);0;2020-02-07T13:05:28Z
 ; ; ;gazebo_ros_pkgs;0;['contribution-fork'];('C++: 89.0328668559537%, Python: 7.567549350835362%, CMake: 2.5328674577564554%, Shell: 0.8667163354544875%',);0;2021-01-06T18:33:12Z
 ; ; ;bond_core;0;['contribution-fork'];('C++: 55.57130804623694%, Python: 41.688048498343086%, CMake: 2.7406434554199683%',);0;2019-03-18T20:16:09Z
 ; ; ;thin_drivers;0;[];('C++: 40.388704465276085%, C: 33.383387993021714%, Makefile: 20.944337883635598%, CMake: 5.283569658066609%',);0;2015-05-15T14:42:49Z
 ; ; ;BCAI_kaggle_CHAMPS;126;['bcai'];('Python: 99.54917144398888%, Shell: 0.45082855601112426%',);0;2020-11-19T23:42:41Z
boston-dynamics;;;;;;;;
 ; ; ;spot-sdk;2311;[];('Python: 99.62403914400683%, Dockerfile: 0.19323026160024803%, Shell: 0.10367121903475311%, GLSL: 0.0790593753581647%',);3;2024-09-23T21:34:52Z
 ; ; ;bosdyn-hospital-bot;286;[];('C++: 55.462536818851255%, Python: 35.46184646539028%, CMake: 4.791053019145803%, Common Lisp: 1.959223122238586%, Shell: 1.9454160530191458%, Gnuplot: 0.3799245213549337%',);0;2020-05-18T14:18:07Z
 ; ; ;spot-cpp-sdk;68;[];('C++: 97.78708393846786%, C: 1.2301293133528117%, CMake: 0.9827867481793297%',);3;2024-09-23T21:35:42Z
 ; ; ;spot-rl-example;7;[];('Python: 97.66157285017302%, Dockerfile: 2.059019494057214%, Shell: 0.2794076557697681%',);5;2024-06-05T20:18:02Z
botsandus;;https://x.com/dexoryHQ;;;;;;
 ; ; ;robots.ros.org;0;[];('CSS: 38.30368900965177%, JavaScript: 30.043007884778877%, HTML: 28.83278601076864%, Python: 2.1854006567870776%, EmberScript: 0.3942389438063645%, Shell: 0.24087749420727134%',);0;2017-11-22T17:14:50Z
 ; ; ;snips-nlu-rs;0;[];('Rust: 87.47159579140332%, Swift: 3.2242357119670033%, Shell: 2.9909552088703877%, C: 2.412050386042633%, Kotlin: 1.9744505337126925%, Python: 1.7714042022316001%, Objective-C: 0.1553081657723717%',);0;2018-12-07T10:54:54Z
 ; ; ;zbar;0;[];('C: 60.53955693361187%, Objective-C: 16.4331419883517%, C++: 10.082663426372088%, Perl: 2.5163561051818775%, Java: 2.5080358906520295%, Python: 2.494268629199763%, XS: 1.4408935551259106%, M4: 1.2533595110826454%, Shell: 1.2216948097424325%, NSIS: 0.5897176514249116%, Makefile: 0.3590262356117153%, Assembly: 0.2503845854557861%, HTML: 0.23194842664144663%, PHP: 0.03956591226064419%, Pascal: 0.039386339285179844%',);0;2014-01-20T23:37:40Z
 ; ; ;create_ap;0;[];('Shell: 98.51043674256034%, Makefile: 1.4895632574396498%',);0;2019-02-01T19:10:40Z
 ; ; ;navigation;0;[];('C++: 88.65947154233642%, C: 5.891156734473648%, Python: 2.7898116811097298%, CMake: 2.6370068815687864%, Objective-C: 0.022553160511414327%',);0;2020-09-24T13:08:17Z
 ; ; ;urg_library;0;[];('C: 72.4378094613136%, C++: 16.66803376483923%, CSS: 3.949919465489471%, Makefile: 3.7422448249120084%, Ruby: 1.5353755294398377%, Batchfile: 1.235235339736324%, Shell: 0.43138161426952215%',);0;2020-04-23T05:29:22Z
 ; ; ;github-actions;1;[];('JavaScript: 99.32744043043813%, Makefile: 0.6725595695618755%',);6;2024-11-08T03:07:43Z
 ; ; ;auto-ros2_canopen;0;[];('C++: 77.74709948033433%, Python: 12.073445393778476%, CMake: 7.176397053505935%, C: 2.4069405845464034%, Batchfile: 0.20662651224778653%, Makefile: 0.19397063837260958%, Dockerfile: 0.12914157015486658%, CSS: 0.04933207979915903%, Shell: 0.017046687260442388%',);0;2022-09-20T15:52:00Z
 ; ; ;auto-ros2_canopen_diff_drive;0;[];('C++: 97.49583421342909%, CMake: 2.5041657865709124%',);0;2022-08-22T08:52:10Z
 ; ; ;auto-rslidar-sdk;0;['auto-team', 'forked'];('C++: 89.98889012331963%, CMake: 6.965892678591268%, Shell: 1.6964781690923232%, Python: 1.3487390289967782%',);1;2024-07-18T18:26:44Z
 ; ; ;auto-rslidar-msg;0;['auto-team', 'forked'];('CMake: 100.0%',);0;2022-11-26T18:27:38Z
 ; ; ;navigation2;0;['auto-team'];('C++: 85.08038306214848%, Python: 9.93660011773409%, CMake: 2.7499773732133255%, C: 1.0954730718798784%, CSS: 0.5180412159074165%, Dockerfile: 0.30847229172323365%, Shell: 0.19307567968249195%, Jupyter Notebook: 0.09759437988018649%, HTML: 0.02038280783088777%',);16;2024-11-07T17:30:11Z
 ; ; ;pcl;0;[];('C++: 92.3687312561235%, Cuda: 4.279274611979353%, CMake: 2.150598459865701%, C: 0.9664297918608263%, Python: 0.11856808731808732%, Dockerfile: 0.04387728660357971%, Shell: 0.03451001565225703%, MATLAB: 0.015901490847611537%, GLSL: 0.012382346703467393%, Objective-C++: 0.009726653045618563%',);0;2022-11-19T21:29:45Z
 ; ; ;vectornav;0;[];('C++: 99.21315886460862%, CMake: 0.37446499343683043%, C: 0.1985319198142248%, Makefile: 0.12323763320382998%, Python: 0.09060658893649196%',);0;2023-03-01T14:59:19Z
 ; ; ;depthai-ros;0;['auto-team'];('C++: 75.83304055497%, Python: 21.37860720165885%, CMake: 2.316737966809267%, Shell: 0.302836161227878%, Dockerfile: 0.16877811533400844%',);4;2024-10-03T06:43:16Z
 ; ; ;apriltag_ros;0;[];('C++: 84.2775705538743%, CMake: 10.352593426701386%, Python: 5.369836019424309%',);0;2023-03-06T16:29:31Z
 ; ; ;apriltag_msgs;0;[];('CMake: 100.0%',);0;2022-12-28T11:48:17Z
 ; ; ;depthai-core;0;[];('C++: 82.89317331258584%, CMake: 15.902713357510843%, C: 0.9002373668974052%, Shell: 0.30387596300590086%',);0;2023-01-24T14:56:47Z
 ; ; ;urg_node2;0;[];('C++: 83.08330151110141%, Python: 14.054879711963341%, CMake: 2.8618187769352463%',);0;2023-03-10T15:15:55Z
 ; ; ;serial-ros2;0;[];('C++: 94.27111083016517%, C: 2.038162493114316%, CMake: 1.921670263778141%, Makefile: 1.5225263462076812%, Python: 0.2465300667346957%',);0;2023-11-29T17:06:38Z
 ; ; ;urg_node;0;[];('C++: 91.32730302914646%, Python: 6.073559533351144%, CMake: 2.5991374375023852%',);0;2023-06-15T16:24:06Z
 ; ; ;urg_c;0;[];('C: 83.13409536720378%, Makefile: 6.283184931858561%, CSS: 5.440018075196927%, CMake: 1.8850581795401096%, Ruby: 1.7161167082601596%, Batchfile: 1.216994793110885%, Shell: 0.3245319448295694%',);0;2023-06-15T15:49:18Z
 ; ; ;ouster-ros;0;['auto-team'];('C++: 92.17650622058618%, CMake: 4.954724073124893%, Dockerfile: 2.8687697062889272%',);4;2024-07-30T18:46:37Z
 ; ; ;ouster_example;0;['auto-team'];('C++: 63.978321262029965%, Python: 29.098455534609915%, C: 4.194984621490227%, CMake: 2.511203161689321%, Dockerfile: 0.21703542018057348%',);0;2023-10-31T16:51:46Z
 ; ; ;RGLGazeboPlugin;0;[];('C++: 92.60847059448123%, CMake: 3.659264961575727%, QML: 3.1641957447938096%, Shell: 0.5680686991492242%',);0;2023-11-13T12:42:26Z
 ; ; ;RobotecGPULidar;0;[];('C++: 86.62379535147392%, C: 7.034438775510204%, Cuda: 3.189484126984127%, CMake: 2.193168934240363%, Shell: 0.9591128117913832%',);0;2023-11-03T19:25:04Z
 ; ; ;auto-exercise-image;0;[];('Dockerfile: 51.02855388394228%, Shell: 48.97144611605772%',);0;2024-02-21T10:00:46Z
 ; ; ;ament_lint_pre_commit;2;['auto'];('%',);1;2024-09-17T19:20:48Z
 ; ; ;pre-commit-hooks;0;[];('Python: 100.0%',);0;2023-10-07T18:04:19Z
 ; ; ;ament_black;1;[];('Python: 76.87225924027564%, CMake: 23.127740759724357%',);6;2024-09-05T08:21:15Z
botsync;;;;;;;;
 ; ; ;copernicus;1;[];('C++: 33.01755512738172%, Python: 31.422607578676942%, CMake: 18.47570113466067%, C: 11.421537144080496%, Shell: 5.662599015200171%',);0;2021-06-23T09:34:09Z
 ; ; ;volta;14;[];('C++: 45.21099918322897%, Python: 31.941192485706505%, CMake: 17.348216716580453%, Shell: 5.499591614484073%',);0;2021-03-22T09:03:25Z
 ; ; ;volta_simulation;1;['ros'];('C++: 89.35302117738489%, CMake: 10.646978822615116%',);0;2021-04-21T05:41:59Z
 ; ; ;volta_hardware;0;[];('C++: 85.7125897785956%, C: 10.740784709443817%, CMake: 3.5466255119605865%',);0;2020-09-08T16:38:25Z
 ; ; ;ros_controllers;0;[];('C++: 91.15362807604421%, Python: 3.654608115063967%, CMake: 2.974091745287575%, Objective-C: 2.2176720636042484%',);0;2020-09-08T16:09:06Z
 ; ; ;wit_imu_driver;1;[];('C++: 96.0244491242488%, CMake: 3.9755508757511944%',);0;2019-12-16T15:25:59Z
 ; ; ;sick_safetyscanners;0;[];('C++: 98.67702119515555%, CMake: 1.1139384496780158%, Python: 0.2090403551664371%',);0;2021-02-25T08:28:59Z
 ; ; ;rplidar_ros;0;[];('C++: 92.22706782280001%, C: 7.217426283729424%, CMake: 0.3179792355728096%, Shell: 0.23752665789776137%',);0;2020-10-09T13:17:45Z
 ; ; ;robots.ros.org;0;[];('HTML: 30.36639094050275%, JavaScript: 29.031790394419968%, Stylus: 20.692349203025202%, CSS: 16.65391399598895%, Python: 2.1158694233913513%, Dockerfile: 0.5251415546445226%, EmberScript: 0.38096925666696196%, Shell: 0.23357523136029382%',);0;2021-01-23T02:11:56Z
 ; ; ;obstacle_detector;1;[];('C++: 97.52627151200393%, CMake: 2.473728487996071%',);0;2021-02-25T08:27:38Z
 ; ; ;copernicus_simulation;0;[];('CMake: 100.0%',);0;2021-07-01T07:03:49Z
 ; ; ;music_player_server;0;[];('Python: 64.12770236299649%, CMake: 35.87229763700352%',);0;2022-02-21T12:58:14Z
 ; ; ;ethzasl_xsens_driver;0;[];('Python: 96.17718576409935%, CMake: 3.822814235900654%',);0;2019-09-06T13:33:37Z
 ; ; ;jackson;0;[];('TypeScript: 96.24081949725274%, MDX: 1.936000806765485%, JavaScript: 1.2177904395138608%, CSS: 0.21067294010869275%, Dockerfile: 0.16899530909990498%, Smarty: 0.14039610294453644%, Shell: 0.08422190462834425%, Procfile: 0.0011029996864329462%',);100;2024-10-31T14:50:16Z
BoweryFarming;The Modern Farming Company;https://x.com/BoweryFarming;;;;;;
 ; ; ;Vue.Draggable;0;[];('Vue: 61.14703401743042%, JavaScript: 37.100552900384216%, HTML: 1.7524130821853623%',);0;2019-02-21T20:54:16Z
 ; ; ;JSON-Patch;0;[];('JavaScript: 91.34826677102973%, TypeScript: 7.778045149365227%, HTML: 0.41727596538037426%, CSS: 0.30991598949670385%, Java: 0.1464961247279641%',);0;2019-04-01T12:23:56Z
 ; ; ;histoslider;0;[];('JavaScript: 98.01259793058924%, HTML: 1.9874020694107588%',);0;2019-05-31T15:28:48Z
 ; ; ;opencv_contrib;0;[];('C++: 88.17477731939655%, Cuda: 8.02996270322699%, Python: 1.3885734088058361%, C: 0.7494111323503383%, CMake: 0.5427714920462656%, TeX: 0.2758586103709506%, Assembly: 0.19833639785889673%, Shell: 0.1841570832480589%, SWIG: 0.1375455981192286%, Julia: 0.12097034519938513%, MATLAB: 0.07827177980425674%, Jupyter Notebook: 0.07228416488677898%, Objective-C++: 0.034283780198136514%, Java: 0.012796184488320603%',);0;2021-01-16T19:00:59Z
 ; ; ;gpu-burn;0;[];('C++: 85.30397319291527%, Cuda: 9.872224472511691%, Makefile: 3.792760614206282%, Dockerfile: 1.0310417203667563%',);0;2022-08-03T18:23:45Z
 ; ; ;moveit;0;[];('C++: 94.1782967404266%, Python: 3.465837065385859%, CMake: 1.9291888613135015%, Shell: 0.18987359100653536%, TeX: 0.08987789698166078%, Dockerfile: 0.06639415402896154%, NASL: 0.029917815611175923%, C: 0.028225293596566968%, HTML: 0.014573112346375625%, GDB: 0.004679325569801226%, Makefile: 0.0031361437329518855%',);0;2022-02-28T23:21:16Z
 ; ; ;rviz;0;[];('C++: 95.25172136661159%, Python: 2.1197183128744648%, CMake: 1.4000005994436306%, GLSL: 0.5787200080154177%, C: 0.3601799872318507%, HTML: 0.25429255161316705%, Shell: 0.03249840826307354%, SWIG: 0.0028687659468062286%',);0;2021-11-17T20:10:27Z
 ; ; ;exzeitable;0;[];('Elixir: 83.21920991479473%, CSS: 7.659178931061193%, JavaScript: 5.580790085205267%, HTML: 3.2018590240123936%, Shell: 0.33896204492641363%',);0;2023-05-03T00:59:56Z
boxbotinc;;;;;;;;
 ; ; ;external-nmea_navsat_driver;0;[];('Python: 98.33043890116829%, CMake: 1.669561098831702%',);0;2017-03-15T22:09:00Z
 ; ; ;external-react-native-callout;0;[];('JavaScript: 100.0%',);0;2018-08-27T21:57:43Z
 ; ; ;external-react-native-smart-barcode;0;[];('Java: 71.62240046107296%, Objective-C: 27.322895153931128%, JavaScript: 1.0547043849959177%',);0;2018-08-27T21:39:54Z
 ; ; ;external-LLSimpleCamera;0;[];('Objective-C: 98.88650917963963%, Ruby: 1.1134908203603662%',);0;2016-03-23T20:27:26Z
 ; ; ;external-CSStickyHeaderFlowLayout;0;[];('Objective-C: 75.85775230188928%, Swift: 16.077811269786366%, Ruby: 8.064436428324356%',);0;2016-09-08T19:01:38Z
 ; ; ;external-JTSReachability;0;[];('Objective-C: 96.14093959731544%, Ruby: 3.859060402684564%',);0;2018-08-28T04:36:59Z
 ; ; ;external-JSBadgeView;0;[];('Objective-C: 95.95735061412101%, Ruby: 4.042649385878984%',);0;2015-12-09T21:28:26Z
 ; ; ;external-confetti;0;[];('Objective-C: 97.91957185391776%, Ruby: 2.0804281460822374%',);0;2016-05-14T02:03:24Z
 ; ; ;external-react-native-prompt-android;0;[];('Java: 50.90810129483213%, JavaScript: 31.24498682250487%, Objective-C: 12.641801306290821%, Python: 4.729574882548413%, Shell: 0.4755356938237653%',);0;2018-10-10T06:33:02Z
 ; ; ;external-CWStatusBarNotification;0;[];('Objective-C: 97.8580684503392%, Ruby: 2.1419315496607974%',);0;2017-10-22T04:28:01Z
 ; ; ;external-odva_ethernetip;0;[];('C++: 98.52707391980672%, C: 1.1629563364311315%, Starlark: 0.3099697437621438%',);0;2021-11-01T18:59:23Z
 ; ; ;external-OpENer;0;[];('C: 78.87999188936786%, C++: 13.026923009434459%, CMake: 4.74316006605486%, Shell: 1.9520107933796964%, TeX: 1.1272023973156926%, Dockerfile: 0.24224664510330332%, Batchfile: 0.028465199344130613%',);0;2021-01-11T18:30:05Z
braincorp;;https://x.com/braincorp;;;;;;
 ; ; ;katipo;1;[];('Python: 95.35382416011437%, Shell: 4.6461758398856325%',);0;2013-06-12T21:24:47Z
 ; ; ;PyGithub;0;[];('Python: 99.72894056130023%, Shell: 0.2710594386997691%',);0;2014-08-06T06:03:30Z
 ; ; ;pyopencl;0;[];('%',);0;2013-01-23T06:43:10Z
 ; ; ;panda_bullet_dependencies;1;[];('C++: 68.10126512806622%, C: 18.455305583242158%, Python: 8.100137442502858%, Logos: 2.0227782128560348%, Objective-C: 1.1585377045525438%, Puppet: 1.052154447669785%, Emacs Lisp: 0.29682646345614033%, Perl: 0.2549576420229488%, C#: 0.14844623905344415%, Java: 0.11390633825819024%, Shell: 0.1115738205984298%, Lua: 0.09118694316156692%, Assembly: 0.05026692053226241%, JavaScript: 0.0416798383153641%, R: 0.0005449444698996362%, Ruby: 0.00025629217349199045%, Visual Basic: 0.00017603906866116515%',);0;2013-08-30T06:44:19Z
 ; ; ;filecacher;1;[];('Python: 89.73911145071499%, Shell: 10.260888549285012%',);0;2014-08-28T23:26:14Z
 ; ; ;python-lsf;0;[];('Python: 100.0%',);0;2013-06-11T18:56:09Z
 ; ; ;python-ardrone;12;[];('Python: 100.0%',);0;2013-11-02T01:56:33Z
 ; ; ;robustus;4;[];('Python: 98.86085088965844%, Shell: 1.1391491103415607%',);0;2018-02-23T02:10:58Z
 ; ; ;gscam;0;[];('C++: 80.75213209943749%, CMake: 17.17020504445654%, Shell: 1.6966067864271457%, Makefile: 0.38105606967882416%',);0;2021-05-06T02:30:47Z
 ; ; ;backup-image_pipeline;0;[];('C++: 68.67952880564575%, Python: 30.626023023049882%, C: 0.6944481713043712%',);0;2014-01-28T23:07:19Z
 ; ; ;geometry_experimental;0;[];('C++: 64.09655218512434%, C: 18.143254895609186%, Python: 12.243586282782006%, Objective-C: 5.516606636484468%',);0;2014-01-29T18:44:03Z
 ; ; ;robustus-test-repo;0;[];('Python: 100.0%',);0;2014-09-18T23:31:38Z
 ; ; ;augmented_rccar_vehicle;6;[];('Python: 100.0%',);0;2014-02-27T08:04:10Z
 ; ; ;ros_controllers;0;[];('C++: 96.18149199265454%, C: 3.6348716308838296%, Shell: 0.18363637646162564%',);0;2014-02-27T03:02:26Z
 ; ; ;gstreamer_ios_tutorial;14;[];('Objective-C: 98.54249404289118%, C: 1.4575059571088165%',);0;2014-04-08T00:14:28Z
 ; ; ;OpenPilot;1;[];('%',);0;2014-02-22T11:45:32Z
 ; ; ;mikrokopter;0;[];('%',);0;2013-03-05T20:57:27Z
 ; ; ;kobuki_core;0;[];('C++: 95.79453929508895%, Python: 1.8022868851846034%, PHP: 1.1636341881108891%, Shell: 0.8439339211331225%, Makefile: 0.3956057104824296%',);0;2014-05-29T02:46:12Z
 ; ; ;via-httplib;0;[];('C++: 100.0%',);0;2015-02-06T19:15:06Z
 ; ; ;Boost.NumPy;0;[];('C++: 68.7779925148782%, Python: 21.238266151297626%, Shell: 3.5845757408429963%, Makefile: 3.5408614025400333%, CSS: 2.8583041904411313%',);0;2015-02-06T19:14:49Z
 ; ; ;googletest;0;[];('C++: 87.33088457715742%, Python: 10.962015470377253%, CMake: 0.8608530314161013%, Shell: 0.6494101378505682%, Makefile: 0.19683678319865175%',);0;2015-02-14T02:26:43Z
 ; ; ;websocketpp;0;[];('C++: 96.07723982663097%, Python: 2.188606074100876%, CMake: 1.7341540992681452%',);3;2024-10-16T01:25:19Z
 ; ; ;rtabmap_ros;0;[];('C++: 97.67314359043114%, CMake: 2.0534465917143896%, Shell: 0.13167723276704144%, Python: 0.1314378196165559%, Makefile: 0.010294765470877784%',);0;2015-08-15T01:43:21Z
 ; ; ;kobuki;0;[];('C++: 51.34427726690646%, Python: 43.956294857498335%, CMake: 4.257015886461929%, Shell: 0.4424119891332762%',);0;2015-05-27T01:59:44Z
 ; ; ;fovis;0;[];('C++: 96.53231708855968%, CMake: 3.467682911440325%',);0;2015-07-13T20:20:32Z
 ; ; ;imu_tools;0;[];('C++: 94.04787234042553%, CMake: 4.537234042553192%, Python: 1.360372340425532%, Makefile: 0.05452127659574468%',);0;2015-07-14T17:41:01Z
 ; ; ;stlink;0;[];('C: 96.53407045782559%, Assembly: 2.794969195231988%, Makefile: 0.6538368797548199%, Shell: 0.017123467187592827%',);0;2015-08-03T19:18:09Z
 ; ; ;libopencm3;0;[];('C: 93.02262860691152%, Perl: 3.7076462535979244%, Makefile: 1.60556767531957%, C++: 0.9212332184787473%, Python: 0.44672031316564065%, Assembly: 0.14025064840439402%, Awk: 0.055871337109835106%, Shell: 0.04267253852242848%, Objective-C: 0.04002562498457458%, JavaScript: 0.01738378350536483%',);0;2015-08-03T19:17:53Z
 ; ; ;laser_filters;0;[];('C++: 95.04720141299714%, CMake: 3.650648638772154%, Python: 1.3021499482307084%',);0;2015-08-18T12:06:42Z
 ; ; ;pointcloud_to_laserscan;0;[];('C++: 92.97530155083285%, CMake: 7.024698449167145%',);0;2015-09-16T20:42:14Z
BrainGardenAI;;;;;;;;
 ; ; ;DataAdmin;0;[];('Scala: 100.0%',);0;2016-08-29T22:03:08Z
 ; ; ;DataSqueezer;0;[];('Scala: 100.0%',);0;2016-08-31T09:37:35Z
 ; ; ;keras-yolo;25;['deep-learning', 'keras-yolo', 'object-detection', 'yolo'];('Python: 80.07118845165118%, C: 19.928811548348822%',);0;2017-10-29T18:37:21Z
 ; ; ;iqopthack;0;[];('JavaScript: 68.80566282694804%, Java: 28.31744246624052%, HTML: 1.9647892565058835%, CSS: 0.9121054503055512%',);0;2017-04-23T13:47:40Z
 ; ; ;Kerastool;0;['deep-learning', 'keras'];('Python: 100.0%',);0;2017-11-17T06:50:57Z
 ; ; ;TrackViz;25;['airsim', 'deep-learning', 'odometry', 'trackviz', 'trajectory-analysis', 'trajectory-visualization', 'unreal-engine'];('C++: 95.1386304428731%, C#: 4.861369557126907%',);0;2018-12-24T14:58:39Z
 ; ; ;AirSim;0;[];('C++: 72.48112517580871%, C#: 19.67887482419128%, Python: 4.1035349273323956%, C: 2.2046882325363337%, CMake: 0.5873417721518988%, Shell: 0.38297233942803566%, Batchfile: 0.3803469292076887%, ShaderLab: 0.18111579934364744%',);0;2019-01-15T16:10:19Z
 ; ; ;DeepVO-pytorch;0;[];('Python: 96.74314685915614%, Shell: 3.25685314084386%',);0;2019-02-19T09:15:20Z
 ; ; ;OptiFlow;25;['deep-learning', 'optical-flow', 'unreal-engine', 'unreal-engine-plugin'];('C#: 53.381147540983605%, C++: 46.618852459016395%',);0;2019-01-29T12:27:26Z
 ; ; ;Ultra-Light-Fast-Generic-Face-Detector-1MB;0;[];('Python: 57.79934877434417%, C++: 40.80632459633504%, C: 0.8126357883684172%, Shell: 0.30885745083693106%, CMake: 0.27283339011544455%',);0;2020-04-19T10:20:27Z
